,lemma,next-lemma,next-next-lemma,next-next-pos,next-next-shape,next-next-word,next-pos,next-shape,next-word,pos,prev-iob,prev-lemma,prev-pos,prev-prev-iob,prev-prev-lemma,prev-prev-pos,prev-prev-shape,prev-prev-word,prev-shape,prev-word,sentence_idx,shape,word,tag
2277,saturday,pound,milit,JJ,lowercase,militant,VBD,lowercase,pounded,NNP,O,gunship,NNS,O,helicopt,NN,capitalized,Helicopter,lowercase,gunships,100,capitalized,Saturday,B-tim
2278,pound,milit,hideout,NNS,lowercase,hideouts,JJ,lowercase,militant,VBD,B-tim,saturday,NNP,O,gunship,NNS,lowercase,gunships,capitalized,Saturday,100,lowercase,pounded,O
2279,milit,hideout,in,IN,lowercase,in,NNS,lowercase,hideouts,JJ,O,pound,VBD,B-tim,saturday,NNP,capitalized,Saturday,lowercase,pounded,100,lowercase,militant,O
2280,hideout,in,the,DT,lowercase,the,IN,lowercase,in,NNS,O,milit,JJ,O,pound,VBD,lowercase,pounded,lowercase,militant,100,lowercase,hideouts,O
2281,in,the,orakzai,NNP,capitalized,Orakzai,DT,lowercase,the,IN,O,hideout,NNS,O,milit,JJ,lowercase,militant,lowercase,hideouts,100,lowercase,in,O
2282,the,orakzai,tribal,JJ,lowercase,tribal,NNP,capitalized,Orakzai,DT,O,in,IN,O,hideout,NNS,lowercase,hideouts,lowercase,in,100,lowercase,the,O
2283,orakzai,tribal,region,NN,lowercase,region,JJ,lowercase,tribal,NNP,O,the,DT,O,in,IN,lowercase,in,lowercase,the,100,capitalized,Orakzai,B-geo
2284,tribal,region,",",",",punct,",",NN,lowercase,region,JJ,B-geo,orakzai,NNP,O,the,DT,lowercase,the,capitalized,Orakzai,100,lowercase,tribal,O
2285,region,",",where,WRB,lowercase,where,",",punct,",",NN,O,tribal,JJ,B-geo,orakzai,NNP,capitalized,Orakzai,lowercase,tribal,100,lowercase,region,O
2286,",",where,mani,JJ,lowercase,many,WRB,lowercase,where,",",O,region,NN,O,tribal,JJ,lowercase,tribal,lowercase,region,100,punct,",",O
2287,where,mani,taliban,NNP,capitalized,Taliban,JJ,lowercase,many,WRB,O,",",",",O,region,NN,lowercase,region,punct,",",100,lowercase,where,O
2288,mani,taliban,milit,NNS,lowercase,militants,NNP,capitalized,Taliban,JJ,O,where,WRB,O,",",",",punct,",",lowercase,where,100,lowercase,many,O
2289,taliban,milit,are,VBP,lowercase,are,NNS,lowercase,militants,NNP,O,mani,JJ,O,where,WRB,lowercase,where,lowercase,many,100,capitalized,Taliban,B-org
2290,milit,are,believ,VBN,lowercase,believed,VBP,lowercase,are,NNS,B-org,taliban,NNP,O,mani,JJ,lowercase,many,capitalized,Taliban,100,lowercase,militants,O
2291,are,believ,to,TO,lowercase,to,VBN,lowercase,believed,VBP,O,milit,NNS,B-org,taliban,NNP,capitalized,Taliban,lowercase,militants,100,lowercase,are,O
2292,believ,to,have,VB,lowercase,have,TO,lowercase,to,VBN,O,are,VBP,O,milit,NNS,lowercase,militants,lowercase,are,100,lowercase,believed,O
2293,to,have,fled,VBN,lowercase,fled,VB,lowercase,have,TO,O,believ,VBN,O,are,VBP,lowercase,are,lowercase,believed,100,lowercase,to,O
2294,have,fled,to,TO,lowercase,to,VBN,lowercase,fled,VB,O,to,TO,O,believ,VBN,lowercase,believed,lowercase,to,100,lowercase,have,O
2295,fled,to,avoid,VB,lowercase,avoid,TO,lowercase,to,VBN,O,have,VB,O,to,TO,lowercase,to,lowercase,have,100,lowercase,fled,O
2296,to,avoid,an,DT,lowercase,an,VB,lowercase,avoid,TO,O,fled,VBN,O,have,VB,lowercase,have,lowercase,fled,100,lowercase,to,O
2297,avoid,an,earlier,JJR,lowercase,earlier,DT,lowercase,an,VB,O,to,TO,O,fled,VBN,lowercase,fled,lowercase,to,100,lowercase,avoid,O
2298,an,earlier,militari,JJ,lowercase,military,JJR,lowercase,earlier,DT,O,avoid,VB,O,to,TO,lowercase,to,lowercase,avoid,100,lowercase,an,O
2299,earlier,militari,offens,NN,lowercase,offensive,JJ,lowercase,military,JJR,O,an,DT,O,avoid,VB,lowercase,avoid,lowercase,an,100,lowercase,earlier,O
2300,militari,offens,in,IN,lowercase,in,NN,lowercase,offensive,JJ,O,earlier,JJR,O,an,DT,lowercase,an,lowercase,earlier,100,lowercase,military,O
2301,offens,in,nearbi,JJ,lowercase,nearby,IN,lowercase,in,NN,O,militari,JJ,O,earlier,JJR,lowercase,earlier,lowercase,military,100,lowercase,offensive,O
2302,in,nearbi,south,NNP,capitalized,South,JJ,lowercase,nearby,IN,O,offens,NN,O,militari,JJ,lowercase,military,lowercase,offensive,100,lowercase,in,O
2303,nearbi,south,waziristan,NNP,capitalized,Waziristan,NNP,capitalized,South,JJ,O,in,IN,O,offens,NN,lowercase,offensive,lowercase,in,100,lowercase,nearby,O
2304,south,waziristan,.,.,punct,.,NNP,capitalized,Waziristan,NNP,O,nearbi,JJ,O,in,IN,lowercase,in,lowercase,nearby,100,capitalized,South,B-geo
2305,waziristan,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NNP,B-geo,south,NNP,O,nearbi,JJ,lowercase,nearby,capitalized,South,100,capitalized,Waziristan,I-geo
2306,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,I-geo,waziristan,NNP,B-geo,south,NNP,capitalized,South,capitalized,Waziristan,100,punct,.,O
2307,the,pakistani,militari,NN,lowercase,military,JJ,capitalized,Pakistani,DT,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,101,capitalized,The,O
2308,pakistani,militari,launch,VBD,lowercase,launched,NN,lowercase,military,JJ,O,the,DT,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,The,101,capitalized,Pakistani,B-gpe
2309,militari,launch,it,PRP$,lowercase,its,VBD,lowercase,launched,NN,B-gpe,pakistani,JJ,O,the,DT,capitalized,The,capitalized,Pakistani,101,lowercase,military,O
2310,launch,it,offens,NN,lowercase,offensive,PRP$,lowercase,its,VBD,O,militari,NN,B-gpe,pakistani,JJ,capitalized,Pakistani,lowercase,military,101,lowercase,launched,O
2311,it,offens,in,IN,lowercase,in,NN,lowercase,offensive,PRP$,O,launch,VBD,O,militari,NN,lowercase,military,lowercase,launched,101,lowercase,its,O
2312,offens,in,orakzai,NNP,capitalized,Orakzai,IN,lowercase,in,NN,O,it,PRP$,O,launch,VBD,lowercase,launched,lowercase,its,101,lowercase,offensive,O
2313,in,orakzai,to,TO,lowercase,to,NNP,capitalized,Orakzai,IN,O,offens,NN,O,it,PRP$,lowercase,its,lowercase,offensive,101,lowercase,in,O
2314,orakzai,to,hunt,VB,lowercase,hunt,TO,lowercase,to,NNP,O,in,IN,O,offens,NN,lowercase,offensive,lowercase,in,101,capitalized,Orakzai,B-geo
2315,to,hunt,taliban,NNP,capitalized,Taliban,VB,lowercase,hunt,TO,B-geo,orakzai,NNP,O,in,IN,lowercase,in,capitalized,Orakzai,101,lowercase,to,O
2316,hunt,taliban,insurg,NNS,lowercase,insurgents,NNP,capitalized,Taliban,VB,O,to,TO,B-geo,orakzai,NNP,capitalized,Orakzai,lowercase,to,101,lowercase,hunt,O
2317,taliban,insurg,.,.,punct,.,NNS,lowercase,insurgents,NNP,O,hunt,VB,O,to,TO,lowercase,to,lowercase,hunt,101,capitalized,Taliban,B-org
2318,insurg,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NNS,B-org,taliban,NNP,O,hunt,VB,lowercase,hunt,capitalized,Taliban,101,lowercase,insurgents,O
2319,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,insurg,NNS,B-org,taliban,NNP,capitalized,Taliban,lowercase,insurgents,101,punct,.,O
2320,so,far,",",",",punct,",",RB,lowercase,far,RB,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,102,capitalized,So,O
2321,far,",",near,RB,lowercase,nearly,",",punct,",",RB,O,so,RB,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,So,102,lowercase,far,O
2322,",",near,100,CD,number,100,RB,lowercase,nearly,",",O,far,RB,O,so,RB,capitalized,So,lowercase,far,102,punct,",",O
2323,near,100,milit,NNS,lowercase,militants,CD,number,100,RB,O,",",",",O,far,RB,lowercase,far,punct,",",102,lowercase,nearly,O
2324,100,milit,have,VBP,lowercase,have,NNS,lowercase,militants,CD,O,near,RB,O,",",",",punct,",",lowercase,nearly,102,number,100,O
2325,milit,have,been,VBN,lowercase,been,VBP,lowercase,have,NNS,O,100,CD,O,near,RB,lowercase,nearly,number,100,102,lowercase,militants,O
2326,have,been,report,VBN,lowercase,reported,VBN,lowercase,been,VBP,O,milit,NNS,O,100,CD,number,100,lowercase,militants,102,lowercase,have,O
2327,been,report,kill,VBN,lowercase,killed,VBN,lowercase,reported,VBN,O,have,VBP,O,milit,NNS,lowercase,militants,lowercase,have,102,lowercase,been,O
2328,report,kill,in,IN,lowercase,in,VBN,lowercase,killed,VBN,O,been,VBN,O,have,VBP,lowercase,have,lowercase,been,102,lowercase,reported,O
2329,kill,in,the,DT,lowercase,the,IN,lowercase,in,VBN,O,report,VBN,O,been,VBN,lowercase,been,lowercase,reported,102,lowercase,killed,O
2330,in,the,region,NN,lowercase,region,DT,lowercase,the,IN,O,kill,VBN,O,report,VBN,lowercase,reported,lowercase,killed,102,lowercase,in,O
2331,the,region,sinc,IN,lowercase,since,NN,lowercase,region,DT,O,in,IN,O,kill,VBN,lowercase,killed,lowercase,in,102,lowercase,the,O
2332,region,sinc,thursday,NNP,capitalized,Thursday,IN,lowercase,since,NN,O,the,DT,O,in,IN,lowercase,in,lowercase,the,102,lowercase,region,O
2333,sinc,thursday,.,.,punct,.,NNP,capitalized,Thursday,IN,O,region,NN,O,the,DT,lowercase,the,lowercase,region,102,lowercase,since,O
2334,thursday,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NNP,O,sinc,IN,O,region,NN,lowercase,region,lowercase,since,102,capitalized,Thursday,B-tim
2335,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,B-tim,thursday,NNP,O,sinc,IN,lowercase,since,capitalized,Thursday,102,punct,.,O
2336,on,friday,",",",",punct,",",NNP,capitalized,Friday,IN,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,103,capitalized,On,O
2337,friday,",",five,CD,lowercase,five,",",punct,",",NNP,O,on,IN,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,On,103,capitalized,Friday,B-tim
2338,",",five,soldier,NNS,lowercase,soldiers,CD,lowercase,five,",",B-tim,friday,NNP,O,on,IN,capitalized,On,capitalized,Friday,103,punct,",",O
2339,five,soldier,were,VBD,lowercase,were,NNS,lowercase,soldiers,CD,O,",",",",B-tim,friday,NNP,capitalized,Friday,punct,",",103,lowercase,five,O
2340,soldier,were,kill,VBN,lowercase,killed,VBD,lowercase,were,NNS,O,five,CD,O,",",",",punct,",",lowercase,five,103,lowercase,soldiers,O
2341,were,kill,when,WRB,lowercase,when,VBN,lowercase,killed,VBD,O,soldier,NNS,O,five,CD,lowercase,five,lowercase,soldiers,103,lowercase,were,O
2342,kill,when,dozen,NNS,lowercase,dozens,WRB,lowercase,when,VBN,O,were,VBD,O,soldier,NNS,lowercase,soldiers,lowercase,were,103,lowercase,killed,O
2343,when,dozen,of,IN,lowercase,of,NNS,lowercase,dozens,WRB,O,kill,VBN,O,were,VBD,lowercase,were,lowercase,killed,103,lowercase,when,O
2344,dozen,of,milit,NNS,lowercase,militants,IN,lowercase,of,NNS,O,when,WRB,O,kill,VBN,lowercase,killed,lowercase,when,103,lowercase,dozens,O
2345,of,milit,storm,VBD,lowercase,stormed,NNS,lowercase,militants,IN,O,dozen,NNS,O,when,WRB,lowercase,when,lowercase,dozens,103,lowercase,of,O
2346,milit,storm,a,DT,lowercase,a,VBD,lowercase,stormed,NNS,O,of,IN,O,dozen,NNS,lowercase,dozens,lowercase,of,103,lowercase,militants,O
2347,storm,a,militari,JJ,lowercase,military,DT,lowercase,a,VBD,O,milit,NNS,O,of,IN,lowercase,of,lowercase,militants,103,lowercase,stormed,O
2348,a,militari,checkpoint,NN,lowercase,checkpoint,JJ,lowercase,military,DT,O,storm,VBD,O,milit,NNS,lowercase,militants,lowercase,stormed,103,lowercase,a,O
2349,militari,checkpoint,in,IN,lowercase,in,NN,lowercase,checkpoint,JJ,O,a,DT,O,storm,VBD,lowercase,stormed,lowercase,a,103,lowercase,military,O
2350,checkpoint,in,orakzai,NNP,capitalized,Orakzai,IN,lowercase,in,NN,O,militari,JJ,O,a,DT,lowercase,a,lowercase,military,103,lowercase,checkpoint,O
2351,in,orakzai,.,.,punct,.,NNP,capitalized,Orakzai,IN,O,checkpoint,NN,O,militari,JJ,lowercase,military,lowercase,checkpoint,103,lowercase,in,O
2352,orakzai,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NNP,O,in,IN,O,checkpoint,NN,lowercase,checkpoint,lowercase,in,103,capitalized,Orakzai,B-geo
2353,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,B-geo,orakzai,NNP,O,in,IN,lowercase,in,capitalized,Orakzai,103,punct,.,O
2354,at,least,32,CD,number,32,JJS,lowercase,least,IN,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,104,capitalized,At,O
2355,least,32,suspect,JJ,lowercase,suspected,CD,number,32,JJS,O,at,IN,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,At,104,lowercase,least,O
2356,32,suspect,milit,NNS,lowercase,militants,JJ,lowercase,suspected,CD,O,least,JJS,O,at,IN,capitalized,At,lowercase,least,104,number,32,O
2357,suspect,milit,were,VBD,lowercase,were,NNS,lowercase,militants,JJ,O,32,CD,O,least,JJS,lowercase,least,number,32,104,lowercase,suspected,O
2358,milit,were,kill,VBN,lowercase,killed,VBD,lowercase,were,NNS,O,suspect,JJ,O,32,CD,number,32,lowercase,suspected,104,lowercase,militants,O
2359,were,kill,when,WRB,lowercase,when,VBN,lowercase,killed,VBD,O,milit,NNS,O,suspect,JJ,lowercase,suspected,lowercase,militants,104,lowercase,were,O
2360,kill,when,troop,NNS,lowercase,troops,WRB,lowercase,when,VBN,O,were,VBD,O,milit,NNS,lowercase,militants,lowercase,were,104,lowercase,killed,O
2361,when,troop,launch,VBD,lowercase,launched,NNS,lowercase,troops,WRB,O,kill,VBN,O,were,VBD,lowercase,were,lowercase,killed,104,lowercase,when,O
2362,troop,launch,a,DT,lowercase,a,VBD,lowercase,launched,NNS,O,when,WRB,O,kill,VBN,lowercase,killed,lowercase,when,104,lowercase,troops,O
2363,launch,a,counter-attack,NN,contains-hyphen,counter-attack,DT,lowercase,a,VBD,O,troop,NNS,O,when,WRB,lowercase,when,lowercase,troops,104,lowercase,launched,O
2364,a,counter-attack,.,.,punct,.,NN,contains-hyphen,counter-attack,DT,O,launch,VBD,O,troop,NNS,lowercase,troops,lowercase,launched,104,lowercase,a,O
2365,counter-attack,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NN,O,a,DT,O,launch,VBD,lowercase,launched,lowercase,a,104,contains-hyphen,counter-attack,O
2366,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,counter-attack,NN,O,a,DT,lowercase,a,contains-hyphen,counter-attack,104,punct,.,O
2367,elsewher,in,the,DT,lowercase,the,IN,lowercase,in,RB,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,105,capitalized,Elsewhere,O
2368,in,the,northwest,JJS,lowercase,northwest,DT,lowercase,the,IN,O,elsewher,RB,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,Elsewhere,105,lowercase,in,O
2369,the,northwest,",",",",punct,",",JJS,lowercase,northwest,DT,O,in,IN,O,elsewher,RB,capitalized,Elsewhere,lowercase,in,105,lowercase,the,O
2370,northwest,",",author,NNS,lowercase,authorities,",",punct,",",JJS,O,the,DT,O,in,IN,lowercase,in,lowercase,the,105,lowercase,northwest,O
2371,",",author,on,IN,lowercase,on,NNS,lowercase,authorities,",",O,northwest,JJS,O,the,DT,lowercase,the,lowercase,northwest,105,punct,",",O
2372,author,on,saturday,NNP,capitalized,Saturday,IN,lowercase,on,NNS,O,",",",",O,northwest,JJS,lowercase,northwest,punct,",",105,lowercase,authorities,O
2373,on,saturday,found,VBD,lowercase,found,NNP,capitalized,Saturday,IN,O,author,NNS,O,",",",",punct,",",lowercase,authorities,105,lowercase,on,O
2374,saturday,found,the,DT,lowercase,the,VBD,lowercase,found,NNP,O,on,IN,O,author,NNS,lowercase,authorities,lowercase,on,105,capitalized,Saturday,B-tim
2375,found,the,bodi,NNS,lowercase,bodies,DT,lowercase,the,VBD,B-tim,saturday,NNP,O,on,IN,lowercase,on,capitalized,Saturday,105,lowercase,found,O
2376,the,bodi,of,IN,lowercase,of,NNS,lowercase,bodies,DT,O,found,VBD,B-tim,saturday,NNP,capitalized,Saturday,lowercase,found,105,lowercase,the,O
2377,bodi,of,six,CD,lowercase,six,IN,lowercase,of,NNS,O,the,DT,O,found,VBD,lowercase,found,lowercase,the,105,lowercase,bodies,O
2378,of,six,peopl,NNS,lowercase,people,CD,lowercase,six,IN,O,bodi,NNS,O,the,DT,lowercase,the,lowercase,bodies,105,lowercase,of,O
2379,six,peopl,who,WP,lowercase,who,NNS,lowercase,people,CD,O,of,IN,O,bodi,NNS,lowercase,bodies,lowercase,of,105,lowercase,six,O
2380,peopl,who,had,VBD,lowercase,had,WP,lowercase,who,NNS,O,six,CD,O,of,IN,lowercase,of,lowercase,six,105,lowercase,people,O
2381,who,had,been,VBN,lowercase,been,VBD,lowercase,had,WP,O,peopl,NNS,O,six,CD,lowercase,six,lowercase,people,105,lowercase,who,O
2382,had,been,shot,VBN,lowercase,shot,VBN,lowercase,been,VBD,O,who,WP,O,peopl,NNS,lowercase,people,lowercase,who,105,lowercase,had,O
2383,been,shot,dead,RB,lowercase,dead,VBN,lowercase,shot,VBN,O,had,VBD,O,who,WP,lowercase,who,lowercase,had,105,lowercase,been,O
2384,shot,dead,in,IN,lowercase,in,RB,lowercase,dead,VBN,O,been,VBN,O,had,VBD,lowercase,had,lowercase,been,105,lowercase,shot,O
2385,dead,in,the,DT,lowercase,the,IN,lowercase,in,RB,O,shot,VBN,O,been,VBN,lowercase,been,lowercase,shot,105,lowercase,dead,O
2386,in,the,kurram,NNP,capitalized,Kurram,DT,lowercase,the,IN,O,dead,RB,O,shot,VBN,lowercase,shot,lowercase,dead,105,lowercase,in,O
2387,the,kurram,region,NN,lowercase,region,NNP,capitalized,Kurram,DT,O,in,IN,O,dead,RB,lowercase,dead,lowercase,in,105,lowercase,the,O
2388,kurram,region,along,IN,lowercase,along,NN,lowercase,region,NNP,O,the,DT,O,in,IN,lowercase,in,lowercase,the,105,capitalized,Kurram,B-geo
2389,region,along,the,DT,lowercase,the,IN,lowercase,along,NN,B-geo,kurram,NNP,O,the,DT,lowercase,the,capitalized,Kurram,105,lowercase,region,O
2390,along,the,afghan,JJ,capitalized,Afghan,DT,lowercase,the,IN,O,region,NN,B-geo,kurram,NNP,capitalized,Kurram,lowercase,region,105,lowercase,along,O
2391,the,afghan,border,NN,lowercase,border,JJ,capitalized,Afghan,DT,O,along,IN,O,region,NN,lowercase,region,lowercase,along,105,lowercase,the,O
2392,afghan,border,.,.,punct,.,NN,lowercase,border,JJ,O,the,DT,O,along,IN,lowercase,along,lowercase,the,105,capitalized,Afghan,B-gpe
2393,border,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NN,B-gpe,afghan,JJ,O,the,DT,lowercase,the,capitalized,Afghan,105,lowercase,border,O
2394,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,border,NN,B-gpe,afghan,JJ,capitalized,Afghan,lowercase,border,105,punct,.,O
2395,the,six,were,VBD,lowercase,were,CD,lowercase,six,DT,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,106,capitalized,The,O
2396,six,were,kidnap,VBN,lowercase,kidnapped,VBD,lowercase,were,CD,O,the,DT,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,The,106,lowercase,six,O
2397,were,kidnap,a,DT,lowercase,a,VBN,lowercase,kidnapped,VBD,O,six,CD,O,the,DT,capitalized,The,lowercase,six,106,lowercase,were,O
2398,kidnap,a,few,JJ,lowercase,few,DT,lowercase,a,VBN,O,were,VBD,O,six,CD,lowercase,six,lowercase,were,106,lowercase,kidnapped,O
2399,a,few,day,NNS,lowercase,days,JJ,lowercase,few,DT,O,kidnap,VBN,O,were,VBD,lowercase,were,lowercase,kidnapped,106,lowercase,a,O
2400,few,day,ago,RB,lowercase,ago,NNS,lowercase,days,JJ,O,a,DT,O,kidnap,VBN,lowercase,kidnapped,lowercase,a,106,lowercase,few,O
2401,day,ago,.,.,punct,.,RB,lowercase,ago,NNS,O,few,JJ,O,a,DT,lowercase,a,lowercase,few,106,lowercase,days,O
2402,ago,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,RB,O,day,NNS,O,few,JJ,lowercase,few,lowercase,days,106,lowercase,ago,O
2403,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,ago,RB,O,day,NNS,lowercase,days,lowercase,ago,106,punct,.,O
2404,the,u.s.,militari,NN,lowercase,military,NNP,abbreviation,U.S.,DT,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,107,capitalized,The,O
2405,u.s.,militari,in,IN,lowercase,in,NN,lowercase,military,NNP,O,the,DT,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,The,107,abbreviation,U.S.,B-org
2406,militari,in,afghanistan,NNP,capitalized,Afghanistan,IN,lowercase,in,NN,B-org,u.s.,NNP,O,the,DT,capitalized,The,abbreviation,U.S.,107,lowercase,military,O
2407,in,afghanistan,say,VBZ,lowercase,says,NNP,capitalized,Afghanistan,IN,O,militari,NN,B-org,u.s.,NNP,abbreviation,U.S.,lowercase,military,107,lowercase,in,O
2408,afghanistan,say,coalit,NN,lowercase,coalition,VBZ,lowercase,says,NNP,O,in,IN,O,militari,NN,lowercase,military,lowercase,in,107,capitalized,Afghanistan,B-geo
2409,say,coalit,forc,NNS,lowercase,forces,NN,lowercase,coalition,VBZ,B-geo,afghanistan,NNP,O,in,IN,lowercase,in,capitalized,Afghanistan,107,lowercase,says,O
2410,coalit,forc,kill,VBD,lowercase,killed,NNS,lowercase,forces,NN,O,say,VBZ,B-geo,afghanistan,NNP,capitalized,Afghanistan,lowercase,says,107,lowercase,coalition,O
2411,forc,kill,14,CD,number,14,VBD,lowercase,killed,NNS,O,coalit,NN,O,say,VBZ,lowercase,says,lowercase,coalition,107,lowercase,forces,O
2412,kill,14,taleban,NNP,capitalized,Taleban,CD,number,14,VBD,O,forc,NNS,O,coalit,NN,lowercase,coalition,lowercase,forces,107,lowercase,killed,O
2413,14,taleban,milit,NNS,lowercase,militants,NNP,capitalized,Taleban,CD,O,kill,VBD,O,forc,NNS,lowercase,forces,lowercase,killed,107,number,14,O
2414,taleban,milit,in,IN,lowercase,in,NNS,lowercase,militants,NNP,O,14,CD,O,kill,VBD,lowercase,killed,number,14,107,capitalized,Taleban,B-org
2415,milit,in,separ,JJ,lowercase,separate,IN,lowercase,in,NNS,B-org,taleban,NNP,O,14,CD,number,14,capitalized,Taleban,107,lowercase,militants,O
2416,in,separ,clash,NNS,lowercase,clashes,JJ,lowercase,separate,IN,O,milit,NNS,B-org,taleban,NNP,capitalized,Taleban,lowercase,militants,107,lowercase,in,O
2417,separ,clash,this,DT,lowercase,this,NNS,lowercase,clashes,JJ,O,in,IN,O,milit,NNS,lowercase,militants,lowercase,in,107,lowercase,separate,O
2418,clash,this,week,NN,lowercase,week,DT,lowercase,this,NNS,O,separ,JJ,O,in,IN,lowercase,in,lowercase,separate,107,lowercase,clashes,O
2419,this,week,.,.,punct,.,NN,lowercase,week,DT,O,clash,NNS,O,separ,JJ,lowercase,separate,lowercase,clashes,107,lowercase,this,O
2420,week,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NN,O,this,DT,O,clash,NNS,lowercase,clashes,lowercase,this,107,lowercase,week,O
2421,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,week,NN,O,this,DT,lowercase,this,lowercase,week,107,punct,.,O
